index,SEASON,DATE_TIME,TEAM_HOME,TEAM_AWAY,FTG_HOME,FTG_AWAY,HTG_HOME,HTG_AWAY
246,2017/2017,7/10/2017,PERSIKABO 1973,PERSERU SERUI,2.0,1.0,1.0,0.0
247,2017/2017,8/10/2017,BHAYANGKARA FC,PERSIBA BALIKPAPAN,3.0,2.0,3.0,2.0
248,2017/2017,8/10/2017,BORNEO FC,PSM MAKASSAR,3.0,2.0,2.0,1.0
249,2017/2017,8/10/2017,BALI UNITED,AREMA FC,6.0,1.0,2.0,1.0
250,2017/2017,9/10/2017,PERSIB BANDUNG,PS BARITO PUTERA,0.0,0.0,0.0,0.0
251,2017/2017,13/10/2017,MITRA KUKAR,PERSIPURA JAYAPURA,0.0,5.0,0.0,2.0
252,2017/2017,13/10/2017,MADURA UNITED,BORNEO FC,1.0,1.0,1.0,0.0
253,2017/2017,14/10/2017,PERSERU SERUI,SRIWIJAYA FC,2.0,3.0,2.0,1.0
254,2017/2017,14/10/2017,PERSIJA JAKARTA,GRESIK UNITED,5.0,0.0,1.0,0.0
255,2017/2017,14/10/2017,AREMA FC,PERSIKABO 1973,1.0,1.0,0.0,0.0
256,2017/2017,15/10/2017,PERSELA LAMONGAN,SEMEN PADANG,2.0,0.0,1.0,0.0
257,2017/2017,15/10/2017,PS BARITO PUTERA,BHAYANGKARA FC,1.0,0.0,0.0,0.0
258,2017/2017,15/10/2017,PSM MAKASSAR,PERSIB BANDUNG,2.0,1.0,1.0,1.0
259,2017/2017,16/10/2017,PERSIBA BALIKPAPAN,BALI UNITED,3.0,2.0,1.0,0.0
260,2017/2017,18/10/2017,PERSIPURA JAYAPURA,PERSIJA JAKARTA,3.0,0.0,0.0,0.0
261,2017/2017,18/10/2017,GRESIK UNITED,PERSERU SERUI,2.0,5.0,0.0,2.0
262,2017/2017,19/10/2017,PERSIB BANDUNG,MADURA UNITED,0.0,0.0,0.0,0.0
263,2017/2017,19/10/2017,SEMEN PADANG,MITRA KUKAR,1.0,2.0,0.0,2.0
264,2017/2017,19/10/2017,BHAYANGKARA FC,PSM MAKASSAR,0.0,2.0,0.0,0.0
265,2017/2017,19/10/2017,BORNEO FC,PERSELA LAMONGAN,4.0,2.0,2.0,0.0
266,2017/2017,20/10/2017,SRIWIJAYA FC,AREMA FC,1.0,1.0,1.0,1.0
267,2017/2017,20/10/2017,BALI UNITED,PERSIKABO 1973,2.0,1.0,2.0,1.0
268,2017/2017,20/10/2017,PERSIBA BALIKPAPAN,PS BARITO PUTERA,2.0,3.0,0.0,1.0
269,2017/2017,22/10/2017,PERSERU SERUI,PERSIPURA JAYAPURA,2.0,1.0,1.0,1.0
270,2017/2017,22/10/2017,PERSELA LAMONGAN,PERSIB BANDUNG,1.0,0.0,0.0,0.0
271,2017/2017,22/10/2017,PERSIJA JAKARTA,SEMEN PADANG,2.0,0.0,0.0,0.0
272,2017/2017,23/10/2017,MITRA KUKAR,BORNEO FC,0.0,4.0,0.0,2.0
273,2017/2017,24/10/2017,PSM MAKASSAR,PERSIBA BALIKPAPAN,3.0,1.0,1.0,0.0
274,2017/2017,25/10/2017,PS BARITO PUTERA,BALI UNITED,1.0,1.0,1.0,0.0
275,2017/2017,25/10/2017,AREMA FC,GRESIK UNITED,2.0,0.0,2.0,0.0
276,2017/2017,25/10/2017,PERSIKABO 1973,SRIWIJAYA FC,2.0,1.0,1.0,0.0
277,2017/2017,27/10/2017,PERSIB BANDUNG,MITRA KUKAR,3.0,1.0,0.0,0.0
278,2017/2017,27/10/2017,BHAYANGKARA FC,PERSELA LAMONGAN,3.0,1.0,1.0,0.0
279,2017/2017,28/10/2017,GRESIK UNITED,PERSIKABO 1973,0.0,3.0,0.0,2.0
280,2017/2017,28/10/2017,SEMEN PADANG,PERSERU SERUI,3.0,1.0,1.0,0.0
281,2017/2017,28/10/2017,BORNEO FC,PERSIJA JAKARTA,1.0,2.0,0.0,0.0
282,2017/2017,29/10/2017,PERSIPURA JAYAPURA,AREMA FC,3.0,1.0,0.0,1.0
283,2017/2017,29/10/2017,PERSIBA BALIKPAPAN,MADURA UNITED,3.0,4.0,2.0,1.0
284,2017/2017,29/10/2017,PS BARITO PUTERA,PSM MAKASSAR,2.0,2.0,1.0,1.0
285,2017/2017,30/10/2017,BALI UNITED,SRIWIJAYA FC,3.0,2.0,3.0,0.0
286,2017/2017,3/11/2017,MITRA KUKAR,BHAYANGKARA FC,0.0,3.0,0.0,0.0
287,2017/2017,3/11/2017,PERSIJA JAKARTA,PERSIB BANDUNG,1.0,0.0,0.0,0.0
288,2017/2017,4/11/2017,PERSERU SERUI,BORNEO FC,3.0,2.0,3.0,2.0
289,2017/2017,4/11/2017,PERSIKABO 1973,PERSIPURA JAYAPURA,2.0,1.0,0.0,0.0
290,2017/2017,4/11/2017,AREMA FC,SEMEN PADANG,5.0,3.0,3.0,0.0
291,2017/2017,5/11/2017,PERSELA LAMONGAN,PERSIBA BALIKPAPAN,2.0,2.0,1.0,1.0
292,2017/2017,5/11/2017,SRIWIJAYA FC,GRESIK UNITED,10.0,2.0,6.0,1.0
293,2017/2017,5/11/2017,MADURA UNITED,PS BARITO PUTERA,3.0,1.0,2.0,0.0
294,2017/2017,6/11/2017,PSM MAKASSAR,BALI UNITED,0.0,1.0,0.0,0.0
295,2017/2017,8/11/2017,BORNEO FC,PERSIB BANDUNG,2.0,1.0,1.0,0.0
296,2017/2017,8/11/2017,MADURA UNITED,BHAYANGKARA FC,1.0,3.0,0.0,0.0
297,2017/2017,10/11/2017,PERSIBA BALIKPAPAN,MITRA KUKAR,3.0,2.0,1.0,1.0
298,2017/2017,11/11/2017,PS BARITO PUTERA,PERSELA LAMONGAN,4.0,1.0,3.0,1.0
299,2017/2017,11/11/2017,BORNEO FC,AREMA FC,3.0,2.0,2.0,1.0
300,2017/2017,12/11/2017,PERSIPURA JAYAPURA,SRIWIJAYA FC,2.0,2.0,0.0,2.0
301,2017/2017,12/11/2017,PERSIB BANDUNG,PERSERU SERUI,0.0,2.0,0.0,0.0
302,2017/2017,12/11/2017,SEMEN PADANG,PERSIKABO 1973,2.0,0.0,2.0,0.0
303,2017/2017,12/11/2017,BALI UNITED,GRESIK UNITED,3.0,0.0,1.0,0.0
304,2017/2017,12/11/2017,BHAYANGKARA FC,PERSIJA JAKARTA,1.0,2.0,1.0,1.0
305,2017/2017,12/11/2017,PSM MAKASSAR,MADURA UNITED,6.0,1.0,1.0,1.0
306,,,,,,,,
307,,,,,,,,
308,,,,,,,,
309,,,,,,,,
310,,,,,,,,
311,,,,,,,,
312,,,,,,,,
313,,,,,,,,
314,,,,,,,,
315,,,,,,,,
316,,,,,,,,
317,,,,,,,,
318,,,,,,,,
319,,,,,,,,
320,,,,,,,,
321,,,,,,,,
322,,,,,,,,
323,,,,,,,,
324,,,,,,,,
325,,,,,,,,
326,,,,,,,,
327,,,,,,,,
328,,,,,,,,
329,,,,,,,,
330,,,,,,,,
331,,,,,,,,
332,,,,,,,,
333,,,,,,,,
334,,,,,,,,
335,,,,,,,,
336,,,,,,,,
337,,,,,,,,
338,,,,,,,,
339,,,,,,,,
340,,,,,,,,
341,,,,,,,,
342,,,,,,,,
343,,,,,,,,
344,,,,,,,,
345,,,,,,,,
346,,,,,,,,
347,,,,,,,,
348,,,,,,,,
349,,,,,,,,
350,,,,,,,,
351,,,,,,,,
352,,,,,,,,
353,,,,,,,,
354,,,,,,,,
355,,,,,,,,
356,,,,,,,,
357,,,,,,,,
358,,,,,,,,
359,,,,,,,,
360,,,,,,,,
361,,,,,,,,
362,,,,,,,,
363,,,,,,,,
364,,,,,,,,
365,,,,,,,,
366,,,,,,,,
367,,,,,,,,
368,,,,,,,,
369,,,,,,,,
370,,,,,,,,
371,,,,,,,,
372,,,,,,,,
373,,,,,,,,
374,,,,,,,,
375,,,,,,,,
376,,,,,,,,
377,,,,,,,,
378,,,,,,,,
379,,,,,,,,
380,,,,,,,,
381,,,,,,,,
382,,,,,,,,
383,,,,,,,,
384,,,,,,,,
385,,,,,,,,
386,,,,,,,,
387,,,,,,,,
388,,,,,,,,
389,,,,,,,,
390,,,,,,,,
391,,,,,,,,
392,,,,,,,,
393,,,,,,,,
394,,,,,,,,
395,,,,,,,,
396,,,,,,,,
397,,,,,,,,
398,,,,,,,,
399,,,,,,,,
400,,,,,,,,
401,,,,,,,,
402,,,,,,,,
403,,,,,,,,
404,,,,,,,,
405,,,,,,,,
406,,,,,,,,
407,,,,,,,,
408,,,,,,,,
409,,,,,,,,
410,,,,,,,,
411,,,,,,,,
412,,,,,,,,
413,,,,,,,,
414,,,,,,,,
415,,,,,,,,
416,,,,,,,,
417,,,,,,,,
418,,,,,,,,
419,,,,,,,,
420,,,,,,,,
421,,,,,,,,
422,,,,,,,,
423,,,,,,,,
424,,,,,,,,
425,,,,,,,,
426,,,,,,,,
427,,,,,,,,
428,,,,,,,,
429,,,,,,,,
430,,,,,,,,
431,,,,,,,,
432,,,,,,,,
433,,,,,,,,
434,,,,,,,,
435,,,,,,,,
436,,,,,,,,
437,,,,,,,,
438,,,,,,,,
439,,,,,,,,
440,,,,,,,,
441,,,,,,,,
442,,,,,,,,
443,,,,,,,,
444,,,,,,,,
445,,,,,,,,
446,,,,,,,,
447,,,,,,,,
448,,,,,,,,
449,,,,,,,,
450,,,,,,,,
451,,,,,,,,
452,,,,,,,,
453,,,,,,,,
454,,,,,,,,
455,,,,,,,,
456,,,,,,,,
457,,,,,,,,
458,,,,,,,,
459,,,,,,,,
460,,,,,,,,
461,,,,,,,,
462,,,,,,,,
463,,,,,,,,
464,,,,,,,,
465,,,,,,,,
466,,,,,,,,
467,,,,,,,,
468,,,,,,,,
469,,,,,,,,
470,,,,,,,,
471,,,,,,,,
472,,,,,,,,
473,,,,,,,,
474,,,,,,,,
475,,,,,,,,
476,,,,,,,,
477,,,,,,,,
478,,,,,,,,
479,,,,,,,,
480,,,,,,,,
481,,,,,,,,
482,,,,,,,,
483,,,,,,,,
484,,,,,,,,
485,,,,,,,,
486,,,,,,,,
487,,,,,,,,
488,,,,,,,,
489,,,,,,,,
490,,,,,,,,
491,,,,,,,,
492,,,,,,,,
493,,,,,,,,
494,,,,,,,,
495,,,,,,,,
496,,,,,,,,
497,,,,,,,,
498,,,,,,,,
499,,,,,,,,
500,,,,,,,,
501,,,,,,,,
502,,,,,,,,
503,,,,,,,,
504,,,,,,,,
505,,,,,,,,
506,,,,,,,,
507,,,,,,,,
508,,,,,,,,
509,,,,,,,,
510,,,,,,,,
511,,,,,,,,
512,,,,,,,,
513,,,,,,,,
514,,,,,,,,
515,,,,,,,,
516,,,,,,,,
517,,,,,,,,
518,,,,,,,,
519,,,,,,,,
520,,,,,,,,
521,,,,,,,,
522,,,,,,,,
523,,,,,,,,
524,,,,,,,,
525,,,,,,,,
526,,,,,,,,
527,,,,,,,,
528,,,,,,,,
529,,,,,,,,
530,,,,,,,,
531,,,,,,,,
532,,,,,,,,
533,,,,,,,,
534,,,,,,,,
535,,,,,,,,
536,,,,,,,,
537,,,,,,,,
538,,,,,,,,
539,,,,,,,,
540,,,,,,,,
541,,,,,,,,
542,,,,,,,,
543,,,,,,,,
544,,,,,,,,
545,,,,,,,,
546,,,,,,,,
547,,,,,,,,
548,,,,,,,,
549,,,,,,,,
550,,,,,,,,
551,,,,,,,,
552,,,,,,,,
553,,,,,,,,
554,,,,,,,,
555,,,,,,,,
556,,,,,,,,
557,,,,,,,,
558,,,,,,,,
559,,,,,,,,
560,,,,,,,,
561,,,,,,,,
562,,,,,,,,
563,,,,,,,,
564,,,,,,,,
565,,,,,,,,
566,,,,,,,,
567,,,,,,,,
568,,,,,,,,
569,,,,,,,,
570,,,,,,,,
571,,,,,,,,
572,,,,,,,,
573,,,,,,,,
574,,,,,,,,
575,,,,,,,,
576,,,,,,,,
577,,,,,,,,
578,,,,,,,,
579,,,,,,,,
580,,,,,,,,
581,,,,,,,,
582,,,,,,,,
583,,,,,,,,
584,,,,,,,,
585,,,,,,,,
586,,,,,,,,
587,,,,,,,,
588,,,,,,,,
589,,,,,,,,
590,,,,,,,,
591,,,,,,,,
592,,,,,,,,
593,,,,,,,,
594,,,,,,,,
595,,,,,,,,
596,,,,,,,,
597,,,,,,,,
598,,,,,,,,
599,,,,,,,,
600,,,,,,,,
601,,,,,,,,
602,,,,,,,,
603,,,,,,,,
604,,,,,,,,
605,,,,,,,,
606,,,,,,,,
607,,,,,,,,
608,,,,,,,,
609,,,,,,,,
610,,,,,,,,
611,,,,,,,,
612,,,,,,,,
613,,,,,,,,
614,,,,,,,,
615,,,,,,,,
616,,,,,,,,
617,,,,,,,,
618,,,,,,,,
619,,,,,,,,
620,,,,,,,,
621,,,,,,,,
622,,,,,,,,
623,,,,,,,,
624,,,,,,,,
625,,,,,,,,
626,,,,,,,,
627,,,,,,,,
628,,,,,,,,
629,,,,,,,,
630,,,,,,,,
631,,,,,,,,
632,,,,,,,,
633,,,,,,,,
634,,,,,,,,
635,,,,,,,,
636,,,,,,,,
637,,,,,,,,
638,,,,,,,,
639,,,,,,,,
640,,,,,,,,
641,,,,,,,,
642,,,,,,,,
643,,,,,,,,
644,,,,,,,,
645,,,,,,,,
646,,,,,,,,
647,,,,,,,,
648,,,,,,,,
649,,,,,,,,
650,,,,,,,,
651,,,,,,,,
652,,,,,,,,
653,,,,,,,,
654,,,,,,,,
655,,,,,,,,
656,,,,,,,,
657,,,,,,,,
658,,,,,,,,
659,,,,,,,,
660,,,,,,,,
661,,,,,,,,
662,,,,,,,,
663,,,,,,,,
664,,,,,,,,
665,,,,,,,,
666,,,,,,,,
667,,,,,,,,
668,,,,,,,,
669,,,,,,,,
670,,,,,,,,
671,,,,,,,,
672,,,,,,,,
673,,,,,,,,
674,,,,,,,,
675,,,,,,,,
676,,,,,,,,
677,,,,,,,,
678,,,,,,,,
679,,,,,,,,
680,,,,,,,,
681,,,,,,,,
682,,,,,,,,
683,,,,,,,,
684,,,,,,,,
685,,,,,,,,
686,,,,,,,,
687,,,,,,,,
688,,,,,,,,
689,,,,,,,,
690,,,,,,,,
691,,,,,,,,
692,,,,,,,,
693,,,,,,,,
694,,,,,,,,
695,,,,,,,,
696,,,,,,,,
697,,,,,,,,
698,,,,,,,,
699,,,,,,,,
700,,,,,,,,
701,,,,,,,,
702,,,,,,,,
703,,,,,,,,
704,,,,,,,,
705,,,,,,,,
706,,,,,,,,
707,,,,,,,,
708,,,,,,,,
709,,,,,,,,
710,,,,,,,,
711,,,,,,,,
712,,,,,,,,
713,,,,,,,,
714,,,,,,,,
715,,,,,,,,
716,,,,,,,,
717,,,,,,,,
718,,,,,,,,
719,,,,,,,,
720,,,,,,,,
721,,,,,,,,
722,,,,,,,,
723,,,,,,,,
724,,,,,,,,
725,,,,,,,,
726,,,,,,,,
727,,,,,,,,
728,,,,,,,,
729,,,,,,,,
730,,,,,,,,
731,,,,,,,,
732,,,,,,,,
733,,,,,,,,
734,,,,,,,,
735,,,,,,,,
736,,,,,,,,
737,,,,,,,,
738,,,,,,,,
739,,,,,,,,
740,,,,,,,,
741,,,,,,,,
742,,,,,,,,
743,,,,,,,,
744,,,,,,,,
745,,,,,,,,
746,,,,,,,,
747,,,,,,,,
748,,,,,,,,
749,,,,,,,,
750,,,,,,,,
751,,,,,,,,
752,,,,,,,,
753,,,,,,,,
754,,,,,,,,
755,,,,,,,,
756,,,,,,,,
757,,,,,,,,
758,,,,,,,,
759,,,,,,,,
760,,,,,,,,
761,,,,,,,,
762,,,,,,,,
763,,,,,,,,
764,,,,,,,,
765,,,,,,,,
766,,,,,,,,
767,,,,,,,,
768,,,,,,,,
769,,,,,,,,
770,,,,,,,,
771,,,,,,,,
772,,,,,,,,
773,,,,,,,,
774,,,,,,,,
775,,,,,,,,
776,,,,,,,,
777,,,,,,,,
778,,,,,,,,
779,,,,,,,,
780,,,,,,,,
781,,,,,,,,
782,,,,,,,,
783,,,,,,,,
784,,,,,,,,
785,,,,,,,,
786,,,,,,,,
787,,,,,,,,
788,,,,,,,,
789,,,,,,,,
790,,,,,,,,
791,,,,,,,,
792,,,,,,,,
793,,,,,,,,
794,,,,,,,,
795,,,,,,,,
796,,,,,,,,
797,,,,,,,,
798,,,,,,,,
799,,,,,,,,
800,,,,,,,,
801,,,,,,,,
802,,,,,,,,
803,,,,,,,,
804,,,,,,,,
805,,,,,,,,
806,,,,,,,,
807,,,,,,,,
808,,,,,,,,
809,,,,,,,,
810,,,,,,,,
811,,,,,,,,
812,,,,,,,,
813,,,,,,,,
814,,,,,,,,
815,,,,,,,,
816,,,,,,,,
817,,,,,,,,
818,,,,,,,,
819,,,,,,,,
820,,,,,,,,
821,,,,,,,,
822,,,,,,,,
823,,,,,,,,
824,,,,,,,,
825,,,,,,,,
826,,,,,,,,
827,,,,,,,,
828,,,,,,,,
829,,,,,,,,
830,,,,,,,,
831,,,,,,,,
832,,,,,,,,
833,,,,,,,,
834,,,,,,,,
835,,,,,,,,
836,,,,,,,,
837,,,,,,,,
838,,,,,,,,
839,,,,,,,,
840,,,,,,,,
841,,,,,,,,
842,,,,,,,,
843,,,,,,,,
844,,,,,,,,
845,,,,,,,,
846,,,,,,,,
847,,,,,,,,
848,,,,,,,,
849,,,,,,,,
850,,,,,,,,
851,,,,,,,,
852,,,,,,,,
853,,,,,,,,
854,,,,,,,,
855,,,,,,,,
856,,,,,,,,
857,,,,,,,,
858,,,,,,,,
859,,,,,,,,
860,,,,,,,,
861,,,,,,,,
862,,,,,,,,
863,,,,,,,,
864,,,,,,,,
865,,,,,,,,
866,,,,,,,,
867,,,,,,,,
868,,,,,,,,
869,,,,,,,,
870,,,,,,,,
871,,,,,,,,
872,,,,,,,,
873,,,,,,,,
874,,,,,,,,
875,,,,,,,,
876,,,,,,,,
877,,,,,,,,
878,,,,,,,,
879,,,,,,,,
880,,,,,,,,
881,,,,,,,,
882,,,,,,,,
883,,,,,,,,
884,,,,,,,,
885,,,,,,,,
886,,,,,,,,
887,,,,,,,,
888,,,,,,,,
889,,,,,,,,
890,,,,,,,,
891,,,,,,,,
892,,,,,,,,
893,,,,,,,,
894,,,,,,,,
895,,,,,,,,
896,,,,,,,,
897,,,,,,,,
898,,,,,,,,
899,,,,,,,,
900,,,,,,,,
901,,,,,,,,
902,,,,,,,,
903,,,,,,,,
904,,,,,,,,
905,,,,,,,,
906,,,,,,,,
907,,,,,,,,
908,,,,,,,,
909,,,,,,,,
910,,,,,,,,
911,,,,,,,,
912,,,,,,,,
913,,,,,,,,
914,,,,,,,,
915,,,,,,,,
916,,,,,,,,
917,,,,,,,,
918,,,,,,,,
919,,,,,,,,
920,,,,,,,,
921,,,,,,,,
922,,,,,,,,
923,,,,,,,,
924,,,,,,,,
925,,,,,,,,
926,,,,,,,,
927,,,,,,,,
928,,,,,,,,
929,,,,,,,,
930,,,,,,,,
931,,,,,,,,
932,,,,,,,,
933,,,,,,,,
934,,,,,,,,
935,,,,,,,,
936,,,,,,,,
937,,,,,,,,
938,,,,,,,,
939,,,,,,,,
940,,,,,,,,
941,,,,,,,,
942,,,,,,,,
943,,,,,,,,
944,,,,,,,,
945,,,,,,,,
946,,,,,,,,
947,,,,,,,,
948,,,,,,,,
949,,,,,,,,
950,,,,,,,,
951,,,,,,,,
952,,,,,,,,
953,,,,,,,,
954,,,,,,,,
955,,,,,,,,
956,,,,,,,,
957,,,,,,,,
958,,,,,,,,
959,,,,,,,,
960,,,,,,,,
961,,,,,,,,
962,,,,,,,,
963,,,,,,,,
964,,,,,,,,
965,,,,,,,,
966,,,,,,,,
967,,,,,,,,
968,,,,,,,,
969,,,,,,,,
970,,,,,,,,
971,,,,,,,,
972,,,,,,,,
973,,,,,,,,
974,,,,,,,,
975,,,,,,,,
976,,,,,,,,
977,,,,,,,,
978,,,,,,,,
979,,,,,,,,
980,,,,,,,,
981,,,,,,,,
982,,,,,,,,
983,,,,,,,,
984,,,,,,,,
985,,,,,,,,
986,,,,,,,,
987,,,,,,,,
988,,,,,,,,
989,,,,,,,,
990,,,,,,,,
991,,,,,,,,
992,,,,,,,,
993,,,,,,,,
994,,,,,,,,
995,,,,,,,,
996,,,,,,,,
997,,,,,,,,
